DIST_NBR,DIST_NM,CNTY_NBR,CNTY_NM,TRFC_STATN_ID,CATEGORY,ACTIVE,AADT_RPT_YEAR,AADT_RPT_QTY,AADT_RPT_HIST_01_QTY,AADT_RPT_HIST_02_QTY,AADT_RPT_HIST_03_QTY,AADT_RPT_HIST_04_QTY,AADT_RPT_HIST_05_QTY,AADT_RPT_HIST_06_QTY,AADT_RPT_HIST_07_QTY,AADT_RPT_HIST_08_QTY,AADT_RPT_HIST_09_QTY,AADT_RPT_HIST_10_QTY,AADT_RPT_HIST_11_QTY,AADT_RPT_HIST_12_QTY,AADT_RPT_HIST_13_QTY,AADT_RPT_HIST_14_QTY,AADT_RPT_HIST_15_QTY,AADT_RPT_HIST_16_QTY,AADT_RPT_HIST_17_QTY,AADT_RPT_HIST_18_QTY,AADT_RPT_HIST_19_QTY,ON_ROAD,COUNT_CYCLE,LATITUDE,LONGITUDE,OBJECTID_1,geometry
14,Austin,11,Bastrop,11H79EBSR,ANNUAL ACR,1,2023,2179,1522.0,1438.0,957.0,1424.0,2030.0,1599.0,1527.0,1379.0,1090.0,740.0,,,,,,,,,,SH0071,1,30.132964,-97.453489,498710,POINT (-97.45348900000002 30.132963999999998)
14,Austin,11,Bastrop,11H8,ANNUAL ACR,1,2023,16464,15911.0,14933.0,13311.0,14498.0,13385.0,12320.0,11499.0,14798.0,12516.0,12219.0,10400.0,10100.0,9300.0,11100.0,10700.0,11500.0,9900.0,9700.0,9600.0,SH0021,1,30.150971,-97.226806,498711,POINT (-97.22680600000001 30.15097099999999)
14,Austin,11,Bastrop,11H80,ANNUAL ACR,1,2023,45702,39642.0,37458.0,28558.0,36367.0,36861.0,36291.0,33100.0,32148.0,31126.0,30489.0,29000.0,29000.0,29000.0,28000.0,26000.0,27000.0,28000.0,26040.0,26000.0,SH0071,1,30.170025,-97.517346,498712,POINT (-97.517346 30.17002499999999)
14,Austin,11,Bastrop,11H81,ANNUAL ACR,1,2023,5652,4914.0,3756.0,3594.0,5086.0,4483.0,4133.0,4339.0,4388.0,2667.0,2846.0,2900.0,2600.0,2800.0,2600.0,3100.0,2100.0,1850.0,1900.0,1800.0,FM1209,1,30.123184,-97.432469,498713,POINT (-97.432469 30.123184000000002)
14,Austin,11,Bastrop,11H82,ANNUAL ACR,1,2023,6766,6022.0,4162.0,4092.0,4121.0,3623.0,2298.0,3205.0,2644.0,2443.0,2392.0,1900.0,2000.0,2000.0,1700.0,1650.0,2000.0,1600.0,1650.0,1600.0,FM0969,1,30.158817,-97.38848,498714,POINT (-97.38848 30.158817)
14,Austin,11,Bastrop,11H83,ANNUAL ACR,1,2023,8294,7283.0,5638.0,5668.0,5582.0,5057.0,3710.0,4590.0,3360.0,3059.0,2887.0,2500.0,2400.0,2700.0,2700.0,2600.0,3000.0,2600.0,2310.0,2300.0,FM0969,1,30.207128,-97.444224,498715,POINT (-97.44422400000002 30.207127999999997)
14,Austin,11,Bastrop,11H84,ANNUAL ACR,1,2023,7109,5791.0,4586.0,5048.0,4541.0,4099.0,3123.0,3813.0,2885.0,2561.0,2549.0,2200.0,2200.0,2300.0,2100.0,1950.0,2500.0,2000.0,2000.0,1950.0,FM0969,1,30.215823,-97.44815,498716,POINT (-97.44815 30.215822999999986)
14,Austin,11,Bastrop,11H85,ANNUAL ACR,1,2023,4723,3784.0,2478.0,3285.0,2453.0,2453.0,2008.0,2346.0,1972.0,1723.0,1597.0,1450.0,1450.0,1600.0,1600.0,1550.0,1800.0,1650.0,1600.0,1500.0,FM1704,1,30.216061,-97.442826,498717,POINT (-97.44282600000001 30.216061)
14,Austin,11,Bastrop,11H86,ANNUAL ACR,1,2023,6723,5406.0,4075.0,4777.0,4035.0,3980.0,3205.0,3574.0,3591.0,3027.0,2986.0,3000.0,2800.0,3100.0,3100.0,3200.0,3600.0,3200.0,3190.0,3100.0,FM1704,1,30.316039,-97.378962,498718,POINT (-97.378962 30.316038999999996)
14,Austin,11,Bastrop,11H87,ANNUAL ACR,1,2023,7131,6297.0,4820.0,5333.0,4772.0,4581.0,3916.0,4215.0,4180.0,3256.0,3640.0,3500.0,3400.0,3800.0,3700.0,3900.0,4200.0,3800.0,3860.0,3800.0,FM1704,1,30.333999,-97.367741,498719,POINT (-97.367741 30.333998999999995)
14,Austin,11,Bastrop,11H88,ANNUAL ACR,1,2023,42765,33001.0,32820.0,28878.0,31864.0,32657.0,28196.0,29088.0,28785.0,26749.0,26646.0,26000.0,26000.0,29000.0,29000.0,26000.0,28000.0,27000.0,27470.0,25000.0,US0290,1,30.345803,-97.381399,498720,POINT (-97.381399 30.345803000000004)
14,Austin,11,Bastrop,11H89,ANNUAL ACR,1,2023,35375,31029.0,30859.0,27155.0,29960.0,29960.0,25709.0,28300.0,25988.0,23078.0,24437.0,22000.0,23000.0,24000.0,23000.0,24000.0,26000.0,25000.0,24840.0,24000.0,US0290,1,30.351962,-97.389909,498721,POINT (-97.38990900000002 30.351961999999993)
14,Austin,11,Bastrop,11H9,ANNUAL ACR,1,2023,2254,2177.0,2073.0,1930.0,2052.0,2168.0,2033.0,2162.0,1895.0,1794.0,1887.0,1900.0,2100.0,1900.0,1900.0,2100.0,2500.0,2100.0,2030.0,1700.0,FM1441,1,30.152751,-97.226699,498722,POINT (-97.226699 30.152751000000006)
14,Austin,11,Bastrop,11H90,ANNUAL ACR,1,2023,16018,11894.0,14028.0,11945.0,13889.0,13185.0,11044.0,11571.0,10942.0,10546.0,9890.0,9100.0,8700.0,9500.0,9200.0,9600.0,10600.0,9600.0,9670.0,9800.0,SH0095,1,30.35432,-97.384574,498723,POINT (-97.384574 30.35432)
14,Austin,11,Bastrop,11H91,ANNUAL ACR,1,2023,5735,5495.0,6879.0,5855.0,6811.0,6726.0,5655.0,6826.0,6364.0,5785.0,4970.0,5900.0,6300.0,5600.0,5700.0,5600.0,4300.0,3900.0,4720.0,4200.0,FM1100,1,30.356127,-97.384981,498724,POINT (-97.384981 30.356126999999997)
14,Austin,11,Bastrop,11H92,ANNUAL ACR,1,2023,4535,3813.0,4196.0,3346.0,4154.0,4314.0,3582.0,4184.0,4033.0,3435.0,3341.0,3600.0,3500.0,3700.0,3700.0,3600.0,3500.0,3300.0,3340.0,3000.0,FM1100,1,30.35607,-97.381341,498725,POINT (-97.381341 30.35606999999999)
14,Austin,11,Bastrop,11H93,ANNUAL ACR,1,2023,10189,7695.0,9075.0,7725.0,8985.0,8133.0,6494.0,6612.0,6589.0,5901.0,2922.0,5600.0,5300.0,5700.0,5600.0,6800.0,7400.0,7300.0,6170.0,6500.0,SH0095,1,30.357133,-97.382763,498726,POINT (-97.382763 30.357133000000005)
14,Austin,11,Bastrop,11H94,ANNUAL ACR,1,2023,11263,7739.0,9127.0,5692.0,9037.0,8225.0,6111.0,6224.0,6082.0,5602.0,5772.0,5400.0,4800.0,6300.0,5500.0,7100.0,7800.0,7700.0,6750.0,5900.0,SH0095,1,30.367873,-97.372861,498727,POINT (-97.37286100000001 30.367872999999992)
14,Austin,11,Bastrop,11H95,ANNUAL ACR,1,2023,2946,1680.0,1835.0,1577.0,1817.0,2145.0,1436.0,1647.0,1398.0,1118.0,1296.0,1200.0,1150.0,1350.0,1450.0,1650.0,1700.0,1650.0,1520.0,1650.0,SL0109,1,30.362754,-97.37466,498728,POINT (-97.37466 30.362754000000006)
14,Austin,11,Bastrop,11H96,ANNUAL ACR,1,2023,3454,3221.0,2783.0,2704.0,2755.0,2987.0,2423.0,2688.0,2691.0,2557.0,2748.0,2500.0,2400.0,2400.0,2400.0,2700.0,2900.0,3000.0,2630.0,2400.0,FM3000,1,30.351536,-97.364054,498729,POINT (-97.364054 30.351536)
14,Austin,11,Bastrop,11H97,ANNUAL ACR,1,2023,2826,1849.0,2157.0,2236.0,2136.0,2271.0,1929.0,2096.0,1988.0,1856.0,2040.0,1900.0,1800.0,1850.0,1500.0,2100.0,2300.0,2200.0,2010.0,1800.0,FM3000,1,30.35712,-97.351669,498730,POINT (-97.351669 30.35711999999999)
14,Austin,11,Bastrop,11H98,ANNUAL ACR,1,2023,1084,963.0,810.0,727.0,802.0,749.0,723.0,809.0,753.0,699.0,615.0,690.0,680.0,750.0,660.0,790.0,650.0,570.0,550.0,500.0,FM3000,1,30.36475,-97.317131,498731,POINT (-97.317131 30.36475000000001)
14,Austin,11,Bastrop,11H99,ANNUAL ACR,1,2023,35523,28341.0,28186.0,24670.0,27365.0,27679.0,25036.0,25334.0,24409.0,22083.0,22259.0,22000.0,22000.0,20000.0,21000.0,21000.0,26000.0,24000.0,23890.0,24000.0,US0290,1,30.335232,-97.362633,498732,POINT (-97.362633 30.335231999999998)
14,Austin,11,Bastrop,11ML711EBSR,ANNUAL ACR,1,2023,911,578.0,542.0,362.0,526.0,530.0,498.0,,,,,,,,,,,,,,SH0021,1,30.110533,-97.384186,498751,POINT (-97.384186 30.110532999999993)
14,Austin,11,Bastrop,11SP289,ANNUAL ACR,1,2023,19242,13591.0,13517.0,12827.0,13123.0,16118.0,15998.0,12547.0,14679.0,11105.0,13946.0,13500.0,14000.0,,,,,,,,US0290,1,30.304358,-97.29649,498796,POINT (-97.29649 30.304358000000004)
14,Austin,11,Bastrop,11SP38,ANNUAL ACR,1,2023,18398,16589.0,20201.0,15728.0,20001.0,16751.0,16645.0,18334.0,15961.0,14043.0,15359.0,13200.0,12800.0,13100.0,14100.0,13000.0,15300.0,12400.0,12420.0,12000.0,SH0095,1,30.133657,-97.315769,498797,POINT (-97.31576899999999 30.13365699999999)
14,Austin,11,Bastrop,11SP63,ANNUAL ACR,1,2023,1333,1143.0,1716.0,1600.0,1699.0,1762.0,1426.0,1448.0,1346.0,1018.0,1189.0,1150.0,1200.0,1150.0,950.0,1050.0,1150.0,1100.0,1230.0,1150.0,FM0535,1,29.97487,-97.193571,498798,POINT (-97.19357099999999 29.97487)
14,Austin,11,Bastrop,11T1,ANNUAL ACR,1,2023,23032,22891.0,24882.0,19169.0,24636.0,23441.0,19155.0,21583.0,19110.0,17895.0,18796.0,17000.0,15600.0,16500.0,17500.0,16100.0,18200.0,15700.0,13100.0,12600.0,SH0095,1,30.111645,-97.307542,498799,POINT (-97.307542 30.111645)
14,Austin,11,Bastrop,11T10,ANNUAL ACR,1,2023,20624,14617.0,14537.0,13886.0,14114.0,15039.0,13226.0,13135.0,13212.0,13723.0,13689.0,13300.0,12600.0,11400.0,11700.0,12800.0,14700.0,14000.0,14120.0,13100.0,US0290,1,30.21016,-97.113318,498800,POINT (-97.11331799999999 30.210159999999988)
14,Austin,11,Bastrop,11T13,ANNUAL ACR,1,2023,5619,5186.0,5515.0,6353.0,5411.0,5794.0,5194.0,5600.0,6192.0,5459.0,5604.0,5100.0,5600.0,5800.0,4800.0,4400.0,6800.0,6000.0,5380.0,5800.0,SL0230,1,30.009424,-97.161798,498801,POINT (-97.16179799999999 30.00942399999999)
14,Austin,11,Bastrop,11T15,ANNUAL ACR,1,2023,4751,5450.0,5538.0,6080.0,5490.0,5797.0,5324.0,5815.0,6343.0,5591.0,5802.0,5400.0,5900.0,5900.0,5000.0,4900.0,6700.0,6400.0,5780.0,5900.0,SL0230,1,30.007348,-97.156944,498802,POINT (-97.156944 30.007348)
14,Austin,11,Bastrop,11T15A,ANNUAL ACR,1,2023,4693,4506.0,4727.0,5258.0,4476.0,4822.0,4467.0,4891.0,5329.0,4506.0,4754.0,4700.0,5000.0,4700.0,4500.0,4400.0,5400.0,5000.0,4750.0,4700.0,SL0230,1,30.004874,-97.151068,498803,POINT (-97.151068 30.004874)
14,Austin,11,Bastrop,11T16,ANNUAL ACR,1,2023,6642,5212.0,7613.0,6491.0,7706.0,7706.0,7069.0,7586.0,6073.0,8834.0,7218.0,5800.0,6200.0,6400.0,5100.0,7600.0,8100.0,7900.0,6620.0,6700.0,SH0095,1,30.008501,-97.164898,498804,POINT (-97.16489800000001 30.008500999999992)
14,Austin,11,Bastrop,11T17,ANNUAL ACR,1,2023,1284,1271.0,1417.0,1548.0,1403.0,1391.0,1457.0,1428.0,1527.0,1303.0,1266.0,1300.0,1250.0,1450.0,1250.0,1500.0,1500.0,1300.0,1350.0,1300.0,FM2571,1,30.009727,-97.165016,498805,POINT (-97.16501599999998 30.00972699999998)
14,Austin,11,Bastrop,11T18,ANNUAL ACR,1,2023,1551,1281.0,1452.0,1143.0,1438.0,1573.0,1584.0,1605.0,1766.0,1148.0,1462.0,1400.0,1500.0,1400.0,1250.0,1350.0,1500.0,1700.0,1550.0,1200.0,FM0535,1,29.929483,-97.293828,498806,POINT (-97.293828 29.929482999999998)
14,Austin,11,Bastrop,11T20,ANNUAL ACR,1,2023,40877,32018.0,31843.0,26617.0,30916.0,31733.0,27303.0,27280.0,26840.0,24749.0,24567.0,24000.0,24000.0,24000.0,24000.0,25000.0,29000.0,27000.0,26610.0,28000.0,US0290,1,30.33765,-97.371515,498808,POINT (-97.371515 30.337650000000004)
14,Austin,11,Bastrop,11T21,ANNUAL ACR,1,2023,4465,4194.0,3904.0,3630.0,3865.0,4127.0,3236.0,3303.0,3347.0,2794.0,3076.0,3100.0,2900.0,3200.0,3500.0,3900.0,4100.0,4100.0,3660.0,3600.0,SL0109,1,30.339367,-97.369146,498809,POINT (-97.369146 30.339367)
14,Austin,11,Bastrop,11T22,ANNUAL ACR,1,2023,6154,5133.0,4428.0,3962.0,4384.0,4280.0,3544.0,3993.0,3674.0,3018.0,3124.0,3400.0,3300.0,3500.0,3400.0,3600.0,3700.0,3800.0,3340.0,3100.0,FM1704,1,30.339648,-97.367382,498810,POINT (-97.36738200000002 30.339648000000004)
14,Austin,11,Bastrop,11T24,ANNUAL ACR,1,2023,8540,7222.0,7675.0,6095.0,7599.0,7599.0,6332.0,7813.0,7740.0,6147.0,6638.0,6800.0,6200.0,6800.0,7400.0,8200.0,8400.0,7500.0,7410.0,6800.0,SL0109,1,30.347305,-97.370274,498811,POINT (-97.370274 30.347305)
14,Austin,11,Bastrop,11T26,ANNUAL ACR,1,2023,4189,1909.0,3513.0,3464.0,3478.0,3834.0,3142.0,3646.0,3529.0,3247.0,3520.0,3400.0,3200.0,3300.0,3600.0,4000.0,4500.0,4200.0,3600.0,3300.0,FM3000,1,30.349649,-97.370459,498813,POINT (-97.370459 30.34964899999998)
14,Austin,11,Bastrop,11T27,ANNUAL ACR,1,2023,7721,4303.0,6155.0,5418.0,6094.0,7197.0,5607.0,7019.0,6895.0,5623.0,5740.0,5900.0,5500.0,6200.0,7000.0,7000.0,7200.0,7000.0,6580.0,6000.0,SL0109,1,30.351031,-97.371795,498814,POINT (-97.37179500000002 30.351031)
14,Austin,11,Bastrop,11T28,ANNUAL ACR,1,2023,8092,6158.0,6811.0,5516.0,6744.0,7365.0,5879.0,7157.0,6847.0,5461.0,5617.0,6000.0,5600.0,6100.0,6500.0,6500.0,6700.0,6500.0,6120.0,5700.0,SL0109,1,30.352959,-97.374628,498815,POINT (-97.374628 30.35295899999999)
14,Austin,11,Bastrop,11T29,ANNUAL ACR,1,2023,5925,4822.0,5252.0,4098.0,5200.0,5568.0,4563.0,5297.0,5215.0,4525.0,4569.0,4800.0,4700.0,5000.0,5300.0,5100.0,5600.0,5100.0,4640.0,4200.0,FM1100,1,30.3537,-97.37619,498816,POINT (-97.37618999999998 30.353699999999993)
14,Austin,11,Bastrop,11T3,ANNUAL ACR,1,2023,26951,26335.0,23932.0,22006.0,49270.0,49270.0,43955.0,46482.0,45271.0,42270.0,42986.0,37000.0,36000.0,37000.0,36000.0,39000.0,37000.0,36000.0,31360.0,30000.0,SH0021,1,30.104962,-97.30905,498817,POINT (-97.30905 30.104961999999986)
14,Austin,11,Bastrop,11T30,ANNUAL ACR,1,2023,3441,2552.0,2137.0,1741.0,2116.0,2512.0,1719.0,1975.0,1825.0,1450.0,1521.0,1650.0,1550.0,1800.0,2000.0,2200.0,2400.0,2400.0,2040.0,2100.0,SL0109,1,30.354345,-97.374856,498818,POINT (-97.374856 30.354345)
14,Austin,11,Bastrop,11T31,ANNUAL ACR,1,2023,2276,2317.0,2317.0,1803.0,2294.0,2934.0,2371.0,2521.0,2262.0,2166.0,2422.0,2200.0,2300.0,2300.0,2600.0,2200.0,2600.0,2200.0,2490.0,2800.0,FM0696,1,30.318206,-97.293916,498819,POINT (-97.293916 30.318206000000004)
14,Austin,11,Bastrop,11T32,ANNUAL ACR,1,2023,15269,12182.0,12115.0,12159.0,11762.0,12576.0,11124.0,11759.0,11768.0,11360.0,11175.0,13700.0,13300.0,10500.0,10500.0,11100.0,13200.0,12900.0,12900.0,12500.0,US0290,1,30.282552,-97.244453,498820,POINT (-97.244453 30.282552)
14,Austin,11,Bastrop,11T33,ANNUAL ACR,1,2023,644,545.0,545.0,478.0,577.0,588.0,491.0,499.0,478.0,508.0,481.0,520.0,650.0,580.0,660.0,620.0,840.0,730.0,720.0,600.0,SL0223,1,30.286634,-97.239582,498821,POINT (-97.23958199999998 30.286633999999985)
14,Austin,11,Bastrop,11T4,ANNUAL ACR,1,2023,34119,58703.0,55094.0,48458.0,53263.0,51048.0,45570.0,50615.0,38404.0,42269.0,44614.0,39610.0,38140.0,39000.0,39000.0,41000.0,38000.0,37000.0,34780.0,33000.0,SH0021,1,30.104867,-97.316799,498822,POINT (-97.31679900000002 30.10486699999999)
14,Austin,11,Bastrop,11T4EBSR,ANNUAL ACR,1,2023,20680,746.0,700.0,624.0,693.0,693.0,753.0,596.0,430.0,444.0,1244.0,1190.0,,,,,,,,,SH0021,1,30.104558,-97.316792,498823,POINT (-97.316792 30.104557999999994)
14,Austin,11,Bastrop,11T4WBSR,ANNUAL ACR,1,2023,4858,2052.0,1926.0,1912.0,1907.0,2153.0,2368.0,2240.0,846.0,901.0,723.0,1190.0,,,,,,,,,SH0021,1,30.105183,-97.316811,498824,POINT (-97.316811 30.105182999999997)
14,Austin,11,Bastrop,11T6,ANNUAL ACR,1,2023,13297,12117.0,12841.0,8488.0,12628.0,12922.0,12412.0,12340.0,10687.0,8327.0,9575.0,12600.0,8800.0,10500.0,10600.0,10100.0,10900.0,9700.0,10180.0,9700.0,SL0150,1,30.110551,-97.318111,498825,POINT (-97.318111 30.110551)
14,Austin,11,Bastrop,11T8,ANNUAL ACR,1,2023,13356,12443.0,12541.0,8472.0,12176.0,10832.0,12400.0,11845.0,10615.0,8387.0,9561.0,10200.0,8800.0,8700.0,8700.0,9400.0,10500.0,9400.0,10100.0,9700.0,SL0150,1,30.110683,-97.309033,498826,POINT (-97.309033 30.110683)
14,Austin,11,Bastrop,11U1772,ANNUAL ACR,1,2023,8215,8495.0,7107.0,5544.0,7176.0,6900.0,6635.0,6379.0,6134.0,,,,,,,,,,,,EDWARD BURLESON,1,30.112,-97.350197,498898,POINT (-97.350197 30.11199999999999)
14,Austin,227,Travis,227A101,ANNUAL ACR,1,2023,46670,41336.0,19335.0,,,,,,,,,,,,,,,,,,SL0001,1,30.18541,-97.878598,565139,POINT (-97.878598 30.185409999999997)
14,Austin,227,Travis,227A18301,ANNUAL ACR,1,2023,54166,45510.0,43380.0,,,,,,,,,,,,,,,,,,US0183,1,30.218131,-97.683264,565140,POINT (-97.683264 30.21813099999998)
14,Austin,227,Travis,227A18302,ANNUAL ACR,1,2023,46000,46000.0,46000.0,,,,,,,,,,,,,,,,,,TL0183,1,30.239548,-97.688485,565141,POINT (-97.688485 30.239547999999996)
14,Austin,227,Travis,227A4501,ANNUAL ACR,1,2023,22225,19279.0,17066.0,,,,,,,,,,,,,,,,,,SH0045,1,30.081606,-97.717645,565142,POINT (-97.717645 30.08160600000001)
14,Austin,227,Travis,227A4501T,TOLL,1,2023,19588,19588.0,18790.0,8000.0,,,,,,,,,,,,,,,,,TL0045,1,30.152289,-97.874685,565143,POINT (-97.874685 30.152289)
14,Austin,227,Travis,227A7101,ANNUAL ACR,1,2023,161009,138502.0,110000.0,,,,,,,,,,,,,,,,,,SH0071,1,30.221776,-97.675498,565144,POINT (-97.67549799999999 30.221775999999988)
14,Austin,227,Travis,227A7102,ANNUAL ACR,1,2023,121262,66427.0,65985.0,,,,,,,,,,,,,,,,,,SH0071,1,30.217232,-97.694384,565145,POINT (-97.69438400000001 30.217231999999985)
14,Austin,227,Travis,227D10SBSR,ANNUAL ACR,1,2023,20457,25300.0,23834.0,11880.0,23598.0,21776.0,,,,,,,,,,,,,,,SL0001,1,30.3574599,-97.74661426,565266,POINT (-97.74661426 30.35745989999999)
14,Austin,227,Travis,227D11,ANNUAL ACR,1,2023,123297,142280.0,133734.0,107859.0,131535.0,130260.0,125167.0,123674.0,117477.0,118676.0,119223.0,118630.0,115980.0,,,,,,,,US0183,1,30.431807,-97.764567,565267,POINT (-97.764567 30.431806999999996)
14,Austin,227,Travis,227D11NBSR,ANNUAL ACR,1,2023,25940,23644.0,22537.0,18053.0,22314.0,23815.0,23247.0,25479.0,24689.0,24614.0,24048.0,,,,,,,,,,US0183,1,30.432069,-97.764187,565268,POINT (-97.764187 30.43206899999999)
14,Austin,227,Travis,227D11SBSR,ANNUAL ACR,1,2023,29137,26558.0,25315.0,17856.0,25064.0,26577.0,25782.0,28004.0,28633.0,27196.0,26358.0,,,,,,,,,,US0183,1,30.431498,-97.76486,565269,POINT (-97.76486 30.431497999999998)
14,Austin,227,Travis,227D13NBSR,ANNUAL ACR,1,2023,14784,14992.0,13285.0,11283.0,13153.0,13351.0,,,,,,,,,,,,,,,SH0130,1,30.48657615,-97.58379359,565270,POINT (-97.58379359 30.486576149999994)
14,Austin,227,Travis,227D13SBSR,ANNUAL ACR,1,2023,13765,14303.0,12674.0,10686.0,12549.0,13079.0,,,,,,,,,,,,,,,SH0130,1,30.4865095,-97.58533389,565271,POINT (-97.58533389 30.4865095)
14,Austin,227,Travis,227D14NBSR,ANNUAL ACR,1,2023,6162,6711.0,6320.0,2816.0,6257.0,6471.0,,,,,,,,,,,,,,,IH0035,1,30.28463359,-97.72585189,565272,POINT (-97.72585189 30.28463358999999)
14,Austin,227,Travis,227D14SBSR,ANNUAL ACR,1,2023,9718,9765.0,9196.0,4076.0,9105.0,9443.0,,,,,,,,,,,,,,,IH0035,1,30.28423448,-97.72672197,565273,POINT (-97.72672197 30.28423448)
14,Austin,227,Travis,227D15EBSR,ANNUAL ACR,1,2023,16806,18002.0,17093.0,11414.0,16924.0,17478.0,,,,,,,,,,,,,,,US0290,1,30.332477,-97.613933,565274,POINT (-97.613933 30.332476999999994)
14,Austin,227,Travis,227D16WBSR,ANNUAL ACR,1,2023,17336,7421.0,7046.0,6140.0,6976.0,15620.0,,,,,,,,,,,,,,,US0290,1,30.333295,-97.614186,565275,POINT (-97.61418599999999 30.333294999999996)
14,Austin,227,Travis,227D17NBSR,ANNUAL ACR,1,2023,410,337.0,292.0,272.0,289.0,260.0,,,,,,,,,,,,,,,SH0130,1,30.138985,-97.664459,565276,POINT (-97.664459 30.138985)
14,Austin,227,Travis,227D182ANBSR,ANNUAL ACR,1,2023,8751,9827.0,9258.0,3446.0,9166.0,9338.0,8690.0,11300.0,99.0,99.0,99.0,99.0,,,,,,,,,SL0001,1,30.282352,-97.765151,565277,POINT (-97.765151 30.282352)
14,Austin,227,Travis,227D195ANBSR,ANNUAL ACR,1,2023,9259,8387.0,8219.0,5769.0,8760.0,9057.0,8203.0,9149.0,249.0,249.0,249.0,249.0,,,,,,,,,SL0360,1,30.359735,-97.790349,565278,POINT (-97.790349 30.359735000000015)
14,Austin,227,Travis,227D1ANBSR,ANNUAL ACR,1,2023,1825,2082.0,1961.0,954.0,1942.0,2008.0,1672.0,1119.0,1179.0,1133.0,961.0,,,,,,,,,,SL0001,1,30.459166,-97.698081,565279,POINT (-97.69808100000002 30.459165999999996)
14,Austin,227,Travis,227D1ASBSR,ANNUAL ACR,1,2023,1375,1589.0,1497.0,852.0,1482.0,1642.0,1352.0,1283.0,1192.0,1058.0,944.0,,,,,,,,,,SL0001,1,30.458902,-97.699374,565280,POINT (-97.69937400000002 30.458902)
14,Austin,227,Travis,227D1AT,TOLL,1,2023,68562,64188.0,73103.0,47732.0,63643.0,59696.0,59220.0,58649.0,57814.0,52249.0,49245.0,49000.0,,,,,,,,,SL0001,1,30.458999,-97.698684,565281,POINT (-97.698684 30.458999)
14,Austin,227,Travis,227D1NBDR,ANNUAL ACR,1,2023,22154,21914.0,19419.0,16202.0,19227.0,19457.0,16888.0,19509.0,17250.0,16544.0,15787.0,,,,,,,,,,SH0130,1,30.499015,-97.580976,565282,POINT (-97.580976 30.499014999999996)
14,Austin,227,Travis,227D1SBDR,ANNUAL ACR,1,2023,21024,20623.0,18275.0,16104.0,18094.0,18599.0,16152.0,15902.0,15558.0,13961.0,13508.0,,,,,,,,,,SH0130,1,30.499718,-97.582264,565283,POINT (-97.582264 30.49971799999999)
14,Austin,227,Travis,227D1T,TOLL,1,2023,55171,51016.0,47602.0,30752.0,41002.0,38706.0,37708.0,35479.0,32577.0,,,,,,,,,,,,SH0130,1,30.499757,-97.58143,565284,POINT (-97.58143 30.499756999999992)
14,Austin,227,Travis,227D2,ANNUAL ACR,1,2023,10428,7750.0,7732.0,5542.0,7655.0,6794.0,6329.0,6173.0,5100.0,3846.0,3544.0,3200.0,3800.0,,,,,,,,FM0973,1,30.455203,-97.469374,565285,POINT (-97.469374 30.455203)
14,Austin,227,Travis,227D214ANBSR,ANNUAL ACR,1,2023,7198,3386.0,6783.0,4865.0,7034.0,7900.0,6775.0,8645.0,249.0,249.0,249.0,249.0,,,,,,,,,SL0275,1,30.34913236,-97.71091239,565286,POINT (-97.71091239 30.34913236)
14,Austin,227,Travis,227D3,ANNUAL ACR,1,2023,9692,7863.0,7863.0,4903.0,7785.0,7127.0,5647.0,5437.0,5512.0,5052.0,5123.0,4800.0,4200.0,,,,,,,,SH0095,1,30.418766,-97.381045,565287,POINT (-97.381045 30.418765999999998)
14,Austin,227,Travis,227D30ASBSR,ANNUAL ACR,1,2023,9980,12691.0,11246.0,6295.0,11135.0,12118.0,11154.0,10274.0,,99.0,99.0,99.0,,,,,,,,,SH0130,1,30.19996731,-97.62325498,565288,POINT (-97.62325498 30.199967309999987)
14,Austin,227,Travis,227D30BNBSR,ANNUAL ACR,1,2023,4445,4977.0,4351.0,2971.0,4308.0,3807.0,863.0,952.0,99.0,99.0,99.0,99.0,,,,,,,,,SH0130,1,30.203627,-97.621872,565289,POINT (-97.621872 30.203626999999994)
14,Austin,227,Travis,227D48ANBSR,ANNUAL ACR,1,2023,8667,7900.0,7530.0,6859.0,7455.0,7265.0,7002.0,5842.0,99.0,99.0,99.0,99.0,,,,,,,,,US0183,1,30.313534,-97.662085,565290,POINT (-97.662085 30.31353399999999)
14,Austin,227,Travis,227D48ASBSR,ANNUAL ACR,1,2023,7840,7146.0,6812.0,6685.0,6745.0,9870.0,6631.0,7068.0,99.0,99.0,99.0,99.0,,,,,,,,,US0183,1,30.313268,-97.662929,565291,POINT (-97.662929 30.313267999999994)
14,Austin,227,Travis,227D5A,ANNUAL ACR,1,2023,13735,10208.0,10308.0,10950.0,10206.0,10206.0,8368.0,8809.0,8843.0,7522.0,8075.0,6600.0,6000.0,,,,,,,,FM0973,1,30.306073,-97.564424,565292,POINT (-97.564424 30.30607299999999)
14,Austin,227,Travis,227D6,ANNUAL ACR,1,2023,25018,19978.0,22927.0,14003.0,22259.0,19049.0,17468.0,17283.0,14210.0,13165.0,14195.0,13700.0,14700.0,,,,,,,,US0183,1,30.095598,-97.693991,565293,POINT (-97.693991 30.095597999999995)
14,Austin,227,Travis,227D66AEBSR,ANNUAL ACR,1,2023,16434,15679.0,16241.0,2578.0,16080.0,18146.0,17603.0,13446.0,99.0,99.0,99.0,99.0,,,,,,,,,SH0071,1,30.213439,-97.660449,565294,POINT (-97.660449 30.213438999999987)
